1773288145,11
1773288266,5
1773288146,11
1773288267,11
1773288143,13
1773288264,15
1773288144,19
1773288265,6
1773288149,18
1773288147,23
1773288268,8
1773288148,23
1773288269,21
1773288270,20
1773288152,11
1773288273,4
1773288153,17
1773288274,9
1773288150,10
1773288271,17
1773288151,18
1773288272,8
1773288156,23
1773288277,10
1773288157,9
1773288278,6
1773288154,7
1773288275,16
1773288155,13
1773288276,21
1773288158,21
1773288279,14
1773288159,10
1773288280,21
1773288160,21
1773288281,13
1773288163,14
1773288284,10
1773288164,13
1773288285,29
1773288161,16
1773288282,17
1773288162,8
1773288283,23
1773288167,27
1773288200,10
1773288288,28
1773288168,8
1773288201,16
1773288289,10
1773288165,9
1773288286,19
1773288166,3
1773288287,20
1773288204,25
1773288205,16
1773288169,11
1773288202,7
1773288203,44
1773288208,18
1773288209,34
1773288206,10
1773288207,6
1773288170,9
1773288291,9
1773288171,10
1773288290,8
1773288174,18
1773288175,8
1773288172,12
1773288173,27
1773288178,14
1773288211,11
1773288179,12
1773288212,16
1773288176,19
1773288177,16
1773288210,10
1773288215,12
1773288216,9
1773288213,11
1773288214,20
1773288219,11
1773288217,10
1773288218,12
1773288181,10
1773288182,9
1773288180,19
1773288185,29
1773288186,9
1773288183,23
1773288184,21
1773288189,16
1773288222,13
1773288223,11
1773288187,16
1773288220,5
1773288188,16
1773288221,18
1773288226,5
1773288106,3
1773288227,14
1773288224,12
1773288225,8
1773288109,17
1773288107,11
1773288228,10
1773288108,9
1773288229,10
1773288192,14
1773288193,15
1773288190,10
1773288191,18
1773288196,16
1773288197,29
1773288230,10
1773288194,23
1773288195,29
1773288112,15
1773288233,5
1773288113,20
1773288234,6
1773288110,9
1773288198,19
1773288231,13
1773288111,20
1773288199,22
1773288232,6
1773288116,10
1773288237,6
1773288117,13
1773288238,10
1773288114,12
1773288235,10
1773288115,16
1773288236,7
1773288118,23
1773288239,11
1773288119,11
1773288240,15
1773288120,23
1773288241,7
1773288123,10
1773288244,11
1773288124,18
1773288245,8
1773288121,10
1773288242,6
1773288122,28
1773288243,8
1773288127,15
1773288248,9
1773288128,20
1773288249,11
1773288125,7
1773288246,10
1773288126,22
1773288247,5
1773288129,10
1773288130,25
1773288251,7
1773288131,12
1773288252,8
1773288250,13
1773288134,28
1773288255,14
1773288135,12
1773288256,16
1773288132,26
1773288253,14
1773288133,6
1773288254,5
1773288138,17
1773288259,10
1773288139,11
1773288136,26
1773288257,16
1773288137,8
1773288258,11
1773288141,21
1773288262,8
1773288142,24
1773288263,7
1773288260,14
1773288140,7
1773288261,11
1773288145,14
1773288266,7
1773288146,18
1773288267,16
1773288143,11
1773288264,13
1773288144,27
1773288265,6
1773288149,21
1773288147,16
1773288268,4
1773288148,18
1773288269,22
1773288270,14
1773288152,9
1773288273,11
1773288153,18
1773288274,11
1773288150,11
1773288271,16
1773288151,20
1773288272,9
1773288156,7
1773288277,8
1773288157,20
1773288278,16
1773288154,8
1773288275,13
1773288155,16
1773288276,21
1773288158,14
1773288279,14
1773288159,22
1773288280,28
1773288160,12
1773288281,8
1773288163,18
1773288284,9
1773288164,14
1773288285,25
1773288161,18
1773288282,17
1773288162,18
1773288283,19
1773288167,26
1773288200,10
1773288288,23
1773288168,11
1773288201,30
1773288289,8
1773288165,12
1773288286,18
1773288166,8
1773288287,17
1773288204,13
1773288205,4
1773288169,10
1773288202,27
1773288203,19
1773288208,18
1773288209,9
1773288206,11
1773288207,32
1773288170,9
1773288291,11
1773288171,11
1773288292,6
1773288290,14
1773288174,12
1773288175,23
1773288172,19
1773288173,30
1773288178,9
1773288211,19
1773288179,19
1773288212,9
1773288176,15
1773288177,14
1773288210,6
1773288215,6
1773288216,9
1773288213,22
1773288214,11
1773288219,12
1773288217,12
1773288218,5
1773288181,4
1773288182,4
1773288180,5
1773288185,16
1773288186,19
1773288183,27
1773288184,20
1773288189,13
1773288222,18
1773288223,14
1773288187,16
1773288220,6
1773288188,14
1773288221,11
1773288226,5
1773288106,9
1773288227,7
1773288224,16
1773288225,5
1773288109,25
1773288107,10
1773288228,11
1773288108,8
1773288229,11
1773288192,19
1773288193,30
1773288190,21
1773288191,11
1773288196,21
1773288197,15
1773288230,11
1773288194,23
1773288195,23
1773288112,9
1773288233,7
1773288113,21
1773288234,8
1773288110,11
1773288198,19
1773288231,11
1773288111,24
1773288199,13
1773288232,13
1773288116,13
1773288237,6
1773288117,22
1773288238,8
1773288114,12
1773288235,2
1773288115,20
1773288236,7
1773288118,8
1773288239,8
1773288119,11
1773288240,13
1773288120,19
1773288241,5
1773288123,10
1773288244,8
1773288124,18
1773288245,9
1773288121,8
1773288242,6
1773288122,21
1773288243,9
1773288127,10
1773288248,14
1773288128,25
1773288249,15
1773288125,8
1773288246,10
1773288126,31
1773288247,8
1773288129,10
1773288130,15
1773288251,6
1773288131,12
1773288252,8
1773288250,12
1773288134,25
1773288255,15
1773288135,13
1773288256,10
1773288132,14
1773288253,12
1773288133,18
1773288254,12
1773288138,12
1773288259,11
1773288139,19
1773288136,21
1773288257,12
1773288137,11
1773288258,17
1773288141,15
1773288262,8
1773288142,21
1773288263,7
1773288260,12
1773288140,18
1773288261,9
1773288145,11
1773288266,11
1773288146,22
1773288267,11
1773288143,14
1773288264,8
1773288144,21
1773288265,8
1773288149,19
1773288147,23
1773288268,4
1773288148,10
1773288269,11
1773288270,11
1773288152,15
1773288273,22
1773288153,22
1773288274,7
1773288150,9
1773288271,25
1773288151,19
1773288272,11
1773288156,25
1773288277,14
1773288157,11
1773288278,13
1773288154,13
1773288275,7
1773288155,11
1773288276,8
1773288158,25
1773288279,19
1773288159,17
1773288280,8
1773288160,15
1773288281,17
1773288163,16
1773288284,14
1773288164,10
1773288285,17
1773288161,10
1773288282,18
1773288162,16
1773288283,26
1773288167,5
1773288200,10
1773288288,25
1773288168,12
1773288201,8
1773288289,16
1773288165,8
1773288286,20
1773288166,30
1773288287,13
1773288204,24
1773288205,17
1773288169,9
1773288202,27
1773288203,15
1773288208,19
1773288209,31
1773288206,6
1773288207,10
1773288170,8
1773288291,23
1773288171,10
1773288292,13
1773288290,21
1773288174,22
1773288175,14
1773288172,18
1773288293,10
1773288173,26
1773288294,10
1773288178,21
1773288211,6
1773288179,19
1773288212,14
1773288176,18
1773288177,18
1773288210,11
1773288215,18
1773288216,7
1773288213,14
1773288214,20
1773288219,14
1773288217,12
1773288218,8
1773288181,9
1773288182,18
1773288180,10
1773288185,13
1773288186,13
1773288183,8
1773288184,25
1773288189,11
1773288222,6
1773288223,18
1773288187,16
1773288220,9
1773288188,13
1773288221,2
1773288226,12
1773288106,9
1773288227,8
1773288224,9
1773288225,14
1773288109,18
1773288107,11
1773288228,7
1773288108,14
1773288229,14
1773288192,16
1773288193,34
1773288190,11
1773288191,23
1773288196,15
1773288197,26
1773288230,9
1773288194,28
1773288195,23
1773288112,10
1773288233,7
1773288113,24
1773288234,7
1773288110,12
1773288198,29
1773288231,13
1773288111,16
1773288199,9
1773288232,16
1773288116,10
1773288237,9
1773288117,24
1773288238,7
1773288114,11
1773288235,9
1773288115,16
1773288236,7
1773288118,8
1773288239,7
1773288119,8
1773288240,8
1773288120,18
1773288241,12
1773288123,10
1773288244,9
1773288124,23
1773288245,11
1773288121,11
1773288242,7
1773288122,22
1773288243,3
1773288127,16
1773288248,4
1773288128,10
1773288249,9
1773288125,9
1773288246,12
1773288126,14
1773288247,12
1773288129,24
1773288130,19
1773288251,10
1773288131,12
1773288252,11
1773288250,11
1773288134,10
1773288255,12
1773288135,24
1773288256,10
1773288132,11
1773288253,8
1773288133,21
1773288254,16
1773288138,23
1773288259,6
1773288139,10
1773288136,16
1773288257,11
1773288137,20
1773288258,16
1773288141,19
1773288262,10
1773288142,19
1773288263,8
1773288260,15
1773288140,13
1773288261,5
